Geneid	Chr	Start	End	Strand	Length	cal_9a	cal_9b	cal_9c1	cal_9c2	cal_9d1	cal_9d2	spn_18a	spn_18b	spn_18c	spn_19ar	spn_19br	spn_19c	imp_3ba1	imp_3ba2	imp_3bb	imp_3bc	imp_3bd1	imp_3bd2r	heq_13a	heq_13bbr	heq_13c	heq_13d	heq_14a	heq_14b	heq_14ccr	lab_11a1	lab_11a2	lab_12a	lab_12b	lab_12c1	lab_12c2	rev_24a1r	rev_24a2	rev_24b1	rev_24b2	rev_25a1	rev_25a2	rev_25aaq3r
g84	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	2352756;2353040;2354882;2356239;2357163;2357490;2357806;2357999;2358709;2359209;2359336;2359677;2359852;2360015;2363666;2365467;2373544;2374668;2374914;2375688;2375859;2376019;2376215	2352947;2353103;2355177;2356457;2357372;2357585;2357904;2358028;2358762;2359262;2359413;2359768;2359909;2360089;2363713;2365564;2373619;2374730;2375005;2375756;2375922;2376084;2376292	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2271	1929	5183	1725	3252	1352	3466	7587	6967	5902	4945	5468	9470	2535	3395	3927	1198	1896	4468	5990	12005	4317	8123	4564	3599	23642	4452	2193	6211	4229	5947	6676	11785	13696	5135	3381	2921	2193	20094
g85	ptg000001l;ptg000001l	2413349;2414482	2414338;2414655	-;-	1164	1420	1274	1366	354	962	719	79	30	142	1094	255	168	464	966	738	394	1555	1779	597	632	1792	1193	1152	2818	371	119	42	78	232	77	501	744	6575	9	0	2952	2081	70
g86	ptg000001l;ptg000001l;ptg000001l	2453060;2454365;2456092	2453242;2454676;2456115	-;-;-	519	682	1255	824	1518	1138	803	887	781	1233	1490	1781	1405	633	813	632	442	786	1043	945	2038	1386	943	1640	1170	2041	758	223	493	1085	1643	915	1280	3316	1410	872	1233	707	1015
g87	ptg000001l	2471129	2471440	+	312	370	966	731	747	394	274	216	235	511	832	827	1440	552	713	370	611	879	1096	1019	1992	1097	755	1263	1109	1277	495	197	263	302	627	429	555	2240	551	310	1843	2198	877
g88	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	2475254;2475509;2475723;2476730;2476934;2503996	2475431;2475623;2475838;2476861;2477001;2504337	-;-;-;-;-;-	951	609	967	582	1145	1037	922	891	883	1335	1363	1299	2072	764	1052	1465	1125	2375	2618	2118	2836	2422	1871	3039	2051	3327	525	353	1052	1065	2173	1224	1539	3875	2422	1605	1666	1138	1630
g89	ptg000001l	2517820	2518557	-	738	644	1080	465	1848	617	820	761	681	1056	1539	1955	1552	825	776	786	298	456	923	945	2377	914	955	940	632	2267	669	307	963	794	1689	761	1068	2238	1095	677	681	901	2132
g90	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	2534710;2535549;2536129;2537204;2544236;2544830	2535306;2535981;2536997;2537998;2544453;2545214	-;-;-;-;-;-	3297	12451	29313	17350	23306	17905	19588	16144	14767	18134	32341	21782	29359	11346	24111	14131	14867	20959	36968	24840	40705	30752	20083	38433	23223	47234	11630	5611	13591	12090	24140	21019	36599	79486	26118	16053	33665	29563	26475
g91	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	2550891;2550891;2551209;2551209;2551403;2551403;2552303;2552303;2552507;2552507;2552679;2552679;2553043;2553043;2553910;2553910;2573377;2573377;2574690;2574690;2574937;2574940;2577444;2577444;2577700;2577700;2579443;2579443;2579636;2579636;2580631;2580631;2580913;2580913;2585623;2585623;2597577;2597577;2605089;2605089;2605428;2605428;2606796;2606796	2550944;2550944;2551252;2551252;2551466;2551466;2552417;2552417;2552574;2552574;2552776;2552776;2553214;2553214;2554132;2554132;2573503;2573503;2574799;2574799;2575032;2575032;2577572;2577572;2577833;2577833;2579532;2579532;2579709;2579709;2580808;2580808;2580984;2580984;2585677;2585677;2597857;2597857;2605266;2605266;2605633;2605633;2607092;2607092	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2865	932	1821	1205	2208	1639	1534	1506	1521	1752	2117	2301	1861	1185	2208	1390	1136	1906	3238	1803	3046	2454	1604	3600	1425	4107	1017	349	1232	1541	2393	1242	1535	3286	2343	1600	1833	2028	2080
g92	ptg000001l	2615493	2616155	+	663	359	996	837	749	957	786	249	385	224	2184	1212	1413	212	586	283	436	276	540	677	1625	899	334	670	555	449	360	311	582	468	1209	1063	640	1995	333	358	648	488	331
g93	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	2667216;2667928;2668998;2672616;2672881;2673189	2667360;2668114;2669160;2672801;2673053;2673309	-;-;-;-;-;-	975	2298	5388	3209	4871	4134	3194	3084	3610	5716	4314	4297	4732	2905	4399	1957	2309	3512	5204	2711	7637	4982	2221	4190	3277	5123	1962	964	2135	2211	5826	3338	4487	11062	4724	2818	4149	3557	2573
g94	ptg000001l;ptg000001l;ptg000001l;ptg000001l	2674824;2686003;2686288;2687468	2674909;2686075;2686478;2687636	-;-;-;-	519	396	567	442	621	523	382	228	331	383	643	760	784	244	397	172	296	489	616	559	1028	633	521	1111	755	1393	200	117	376	350	664	542	818	1387	597	352	864	697	801
g95	ptg000001l;ptg000001l;ptg000001l	2695682;2697801;2700241	2695701;2697866;2700304	+;+;+	150	14	6	5	1	9	6	5	31	29	40	11	41	0	0	15	12	15	12	76	41	13	23	75	69	68	0	10	3	0	19	15	37	53	18	38	9	0	0
g96	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	2716596;2716596;2716726;2717034;2717034;2717581;2717581;2718702;2718702;2718932;2718932;2723374;2723374	2716908;2716662;2716908;2717154;2717154;2718208;2718208;2718852;2718852;2719013;2719013;2723491;2723491	+;+;+;+;+;+;+;+;+;+;+;+;+	1413	4995	12513	10165	12434	8600	8253	4993	4461	5991	12137	11483	13152	5288	10230	4602	7168	11551	16319	8932	18440	11377	7454	15537	8444	14363	3668	2162	4426	5199	8649	7109	12668	29574	7222	3988	10400	10436	8448
g97	ptg000001l;ptg000001l;ptg000001l;ptg000001l	2726271;2760124;2760311;2767212	2726336;2760182;2760480;2767789	-;-;-;-	873	223	1066	658	935	694	382	419	477	631	1102	1043	1204	568	939	442	752	986	1512	980	1772	1020	587	1363	943	1414	435	238	634	493	848	684	869	2061	1056	665	921	583	1265
g98	ptg000001l;ptg000001l;ptg000001l;ptg000001l	2773020;2773693;2774768;2775627	2773133;2773836;2774897;2775820	+;+;+;+	582	0	1	10	6	14	3	3	0	4	4	5	22	15	87	8	86	123	81	25	37	54	29	60	86	0	8	8	0	17	59	41	6	2	18	25	0	8	0
g99	ptg000001l;ptg000001l	2780654;2781219	2780809;2781584	+;+	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g100	ptg000001l	2839415	2839879	-	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g101	ptg000001l;ptg000001l	2842300;2843263	2842810;2844140	+;+	1389	66	203	50	130	50	43	208	218	184	120	203	176	140	185	69	74	96	185	102	316	423	414	111	231	491	101	64	174	148	221	194	359	619	95	84	168	203	138
g102	ptg000001l	2846121	2846405	-	285	0	7	0	1	0	0	8	2	10	4	10	9	0	0	0	1	2	2	0	9	6	9	11	0	118	0	0	0	0	0	0	0	0	1	0	0	0	0
g103	ptg000001l;ptg000001l	2862492;2863452	2863002;2864329	+;+	1389	521	378	329	441	652	281	242	297	414	281	228	376	311	398	202	346	1107	650	1471	687	2084	1294	2565	759	1282	126	50	289	296	341	253	1345	1499	408	233	1062	2102	695
g104	ptg000001l;ptg000001l	2959382;2960346	2959892;2961223	+;+	1389	101	216	83	188	76	87	63	40	95	78	101	280	92	119	104	75	224	194	374	372	697	528	389	409	814	81	45	230	151	121	119	308	725	75	55	79	237	104
g105	ptg000001l	2995716	2996237	-	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g106	ptg000001l;ptg000001l	3049537;3050498	3050047;3051375	+;+	1389	799	2429	897	1531	760	892	502	384	332	905	751	1337	384	596	300	309	668	828	2466	1721	3772	2148	3006	1793	4151	473	232	554	345	425	528	1599	4546	686	400	425	474	1140
g107	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	3126757;3126985;3128006;3128297;3128667;3128922	3126887;3127920;3128134;3128541;3128818;3129035	-;-;-;-;-;-	1707	4	0	0	0	0	5	3	0	0	6	10	7	0	1	0	0	0	0	0	7	0	0	1	0	0	0	0	2	0	14	0	0	0	59	20	0	0	0
g108	ptg000001l	3220017	3220646	-	630	0	0	0	7	5	0	0	3	0	0	12	0	10	0	3	2	1	0	0	10	0	0	0	0	9	0	0	0	0	6	0	0	1	8	0	0	0	0
g109	ptg000001l	3239269	3239709	+	441	0	1	1	0	0	1	0	5	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
g110	ptg000001l;ptg000001l;ptg000001l	3246605;3248168;3249239	3247831;3249169;3249493	-;-;-	2484	9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g111	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	3251237;3252199;3252825;3254131;3259786	3251509;3252281;3252918;3254303;3259861	-;-;-;-;-	699	1099	2148	1397	2103	1726	1168	1267	1016	1290	2663	3111	2830	1529	2486	1486	1418	2702	3554	3314	4359	3635	2295	4773	3571	4227	1012	446	1292	1597	3322	2547	2810	6710	2429	1599	4112	2389	5600
g112	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	3276932;3277306;3277462;3277783;3277993;3288475;3290492;3290748;3291096;3291294	3277215;3277379;3277549;3277901;3278147;3288516;3290563;3290839;3291176;3291396	-;-;-;-;-;-;-;-;-;-	1110	862	1874	1353	1979	1122	909	860	655	1380	1979	2076	4212	1327	1836	1088	1342	2507	2583	2675	5539	2485	1356	2771	2419	2865	1025	466	1360	1496	1992	1512	1917	4693	2089	1231	2738	4219	2346
g113	ptg000001l;ptg000001l	3295097;3297275	3296214;3297710	+;+	1554	3265	3669	1590	4825	714	1065	1771	917	1642	1361	1570	1663	714	1407	689	762	1041	2054	1686	2377	1609	2952	1954	1549	5425	1267	414	293	844	1490	1222	377	1974	2314	1364	356	399	1517
g114	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	3306437;3306437;3306911;3306911;3307535;3307535;3308400;3308400	3306643;3306649;3307102;3307102;3307700;3307700;3308785;3308785	+;+;+;+;+;+;+;+	957	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	2	61	171	0
g115	ptg000001l;ptg000001l;ptg000001l;ptg000001l	3422677;3422979;3423533;3425264	3422724;3423170;3423698;3425649	+;+;+;+	792	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	11	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g116	ptg000001l;ptg000001l;ptg000001l;ptg000001l	3538148;3539480;3539760;3540370	3538390;3539671;3539928;3540764	+;+;+;+	999	781	798	3252	21025	4844	3483	685	283	1533	1986	2327	45	1667	2208	1147	516	291	1133	280	1712	703	52	2312	159	106	1294	305	2050	2257	8820	1891	131	534	1864	1515	1173	1154	980
g117	ptg000001l;ptg000001l;ptg000001l	3681442;3682038;3682388	3681828;3682302;3682401	-;-;-	666	187	21	11	644	131	74	118	41	71	134	240	1	248	231	73	31	35	130	41	249	136	90	326	18	75	16	4	13	0	55	2	9	13	12	17	235	409	235
g118	ptg000001l	3686889	3687296	-	408	0	0	0	2	0	0	9	0	0	8	5	0	0	0	5	3	2	0	0	0	0	0	4	0	0	0	0	0	1	12	0	0	0	0	0	0	6	0
g119	ptg000001l	3722296	3723648	+	1353	521	1446	813	1614	804	699	723	500	794	1316	1102	1115	164	481	368	630	664	1305	820	1279	1594	682	1706	1289	1653	602	286	679	873	1537	1088	1067	3408	1227	875	1116	811	1266
g120	ptg000001l	3769819	3770976	+	1158	785	2641	1569	2866	1640	1639	1092	1057	1494	2596	2896	2005	1324	1848	941	1128	1747	2469	1547	3329	1784	1376	2321	1747	2579	851	379	1020	949	2233	1373	1704	4265	2496	1655	1246	1307	1851
g121	ptg000001l;ptg000001l;ptg000001l;ptg000001l	3771967;3772701;3773201;3773591	3772609;3772834;3773339;3773745	-;-;-;-	1071	362	888	569	962	693	606	511	521	505	1186	892	1056	751	1116	683	759	1224	2013	798	1807	986	513	1309	1165	710	1031	483	1037	1290	1523	1069	1178	3033	712	509	1107	699	1043
g122	ptg000001l;ptg000001l	3860333;3860603	3860470;3860746	-;-	282	202	325	116	1065	277	233	376	302	280	458	983	331	393	474	117	54	155	304	397	724	190	214	862	447	542	107	52	148	261	405	189	183	457	314	220	218	309	218
g123	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	3880560;3880560;3880732;3880732;3880859;3880859;3881465;3881465;3882908;3882908;3883085;3883085;3883964;3883964;3884304;3884304;3884536;3884536;3885209;3885221	3880643;3880643;3880767;3880767;3880946;3880946;3881574;3881574;3883012;3883012;3883176;3883176;3884051;3884051;3884423;3884423;3884654;3884654;3886058;3886058	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1692	342	917	372	695	482	401	392	405	504	798	914	1182	494	947	480	527	871	1377	682	1676	1060	950	1384	868	2303	437	200	701	541	675	558	1109	1835	642	422	778	761	627
g124	ptg000001l;ptg000001l;ptg000001l;ptg000001l	3887124;3887747;3888113;3888465	3887633;3887953;3888354;3888624	+;+;+;+	1119	0	0	0	0	0	0	0	0	0	0	4	0	0	2	11	0	0	0	0	0	2	0	1	0	4	0	0	0	0	0	0	0	2	4	1	0	0	0
g125	ptg000001l;ptg000001l;ptg000001l	3889575;3890587;3890800	3889832;3890633;3890947	-;-;-	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g126	ptg000001l	3914562	3915491	+	930	1034	2348	969	3294	1151	1524	476	328	649	1321	1493	1358	128	168	265	147	476	1020	770	1486	512	341	1210	516	1079	931	370	381	671	785	730	952	3066	3093	1810	42	18	88
g127	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	3923239;3924940;3925669;3926056;3926778;3927351;3928880	3923726;3925278;3925978;3926213;3927001;3927616;3928966	-;-;-;-;-;-;-	1872	4940	7858	5983	5966	4602	3672	3517	2454	2908	6471	6266	11139	3623	6132	2879	4398	7792	9705	10965	14762	13445	8249	20856	10129	23274	2241	1024	3358	2916	3983	2864	5773	12840	5976	4047	5255	9998	10375
g128	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	3943329;3943329;3943513;3943513;3944000;3944000;3944491;3945551;3945551;3945829;3945829;3946023;3946023;3946729;3946729;3947738;3947738;3949457;3949457	3943386;3943386;3943913;3943913;3944913;3944403;3944913;3945736;3945736;3945931;3945931;3946205;3946205;3946821;3946821;3947923;3947923;3949690;3949690	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2358	882	1463	623	902	732	569	1054	1045	953	1856	1441	2986	661	1568	942	692	1258	2550	2669	3647	3403	1994	4274	2145	4866	1133	522	903	746	1050	955	3374	7172	1535	1053	1601	1410	2737
g129	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	3982709;3984034;3984297;3985106;3985301	3982774;3984164;3984381;3985198;3985303	-;-;-;-;-	378	5864	8302	5489	8562	7480	4753	5393	6310	6707	11833	13738	19500	5053	7645	4499	4201	8106	10181	13549	24553	15915	9331	18124	13686	29225	5009	2313	7804	7363	13619	8986	15370	26352	14255	8174	17504	14472	14279
g130	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	3989769;3990515;3990879;3991260;3992758;3993548;3995670	3989864;3990787;3991040;3991392;3992825;3993732;3995790	-;-;-;-;-;-;-	1038	180	140	88	284	354	219	139	189	306	243	279	94	257	248	59	138	302	245	511	351	503	297	955	371	626	78	33	96	232	351	107	449	1109	449	333	475	644	334
g131	ptg000001l	4000204	4000464	+	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g132	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4075346;4077133;4078444;4079049;4079189	4076033;4077596;4078631;4079115;4079239	+;+;+;+;+	1458	891	1833	1294	2192	1187	1199	1430	1109	1868	2164	1896	2832	951	1567	899	829	1291	2167	2117	3783	2596	1506	3562	2047	2975	700	328	1124	1112	1686	1171	1980	5032	1767	1079	2012	2215	2388
g133	ptg000001l;ptg000001l;ptg000001l;ptg000001l	4085534;4086052;4086252;4086998	4085907;4086136;4086384;4087497	-;-;-;-	1092	0	4	0	2	0	0	0	0	0	57	3	0	1	0	0	8	5	14	0	1	0	0	0	0	2	1	4	0	6	2	3	0	6	20	10	0	0	0
g134	ptg000001l;ptg000001l;ptg000001l	4090041;4090041;4090523	4090583;4090433;4090537	+;+;+	543	2255	9073	4952	9665	6885	5830	3302	2861	6289	8747	7439	9883	4807	5647	2848	2860	4031	7574	4659	14690	8755	4981	6576	6066	6421	3540	1718	3462	6325	8896	7956	6163	18709	6801	4152	6108	4854	6536
g135	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4092299;4093876;4094421;4094976;4095236;4095562;4095749;4096355;4096664;4096872;4098137;4098380;4099574	4092945;4093943;4094534;4095025;4095460;4095642;4095825;4096529;4096760;4097572;4098253;4098461;4099683	-;-;-;-;-;-;-;-;-;-;-;-;-	2544	570	1220	731	1104	859	622	724	923	1104	1530	1342	1603	1027	1342	908	776	1436	2493	1249	2630	1660	1368	2025	1246	3005	615	312	961	1129	1300	1101	1542	3165	2136	1377	1568	1560	1378
g136	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4107320;4108478;4108699;4108939;4109102	4107473;4108554;4108776;4109009;4109228	+;+;+;+;+	507	5	1	6	42	12	16	0	3	15	8	46	0	7	20	1	6	32	33	1	7	2	29	11	0	53	9	0	0	8	42	0	8	25	69	34	0	1	15
g137	ptg000001l	4230654	4230992	+	339	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g138	ptg000001l;ptg000001l;ptg000001l	4327463;4328678;4329958	4328061;4328811;4330742	-;-;-	1518	4691	29620	25124	82380	52688	32023	23788	9955	31291	41434	58794	6967	29102	33034	10940	19603	44903	74608	14137	36069	20447	7464	27882	19604	14633	10426	5857	29463	19853	72943	49241	12641	41110	26016	19270	40952	26985	4680
g139	ptg000001l;ptg000001l;ptg000001l	4358516;4358855;4359400	4358612;4358937;4359615	+;+;+	396	0	3	1	74	58	7	35	0	122	238	685	1	85	38	15	4	7	21	1	86	2	0	31	7	52	0	2	0	0	71	11	3	0	8	0	19	6	0
g140	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4360285;4360285;4361718;4361718;4361954;4361954;4362997;4362997;4364404;4364404;4364638;4364638;4364766;4364778;4364947;4364947;4365204;4365204	4360362;4360362;4361803;4361803;4362096;4362096;4363142;4363142;4364495;4364495;4364692;4364692;4364833;4364833;4365055;4365055;4365251;4365251	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	825	9645	19426	14585	21810	14476	10342	8586	7292	10931	21403	20003	23806	10143	17090	7038	12178	17978	23513	21542	33949	28811	13884	38894	20742	29398	7641	3548	7910	10712	20752	14951	23364	47537	23127	12168	27388	26430	20978
g141	ptg000001l;ptg000001l;ptg000001l;ptg000001l	4368028;4374951;4376035;4376281	4368171;4375055;4376162;4376350	-;-;-;-	447	3952	9021	6271	13468	8456	6012	8341	5353	9422	13395	17906	8090	8232	10774	4519	6300	10620	11434	8505	16322	9899	5040	14601	9886	10168	3971	1603	4270	6382	19470	6485	8321	20250	16017	8881	9201	7924	7973
g142	ptg000001l	4380900	4381538	-	639	0	1	0	1	0	0	0	2	6	40	93	0	7	5	2	2	0	2	0	7	226	0	22	0	0	0	0	0	6	13	0	0	0	107	127	0	10	4
g143	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4382282;4382282;4383745;4383745;4387721;4387739	4382904;4382904;4385070;4385070;4387748;4387748	-;-;-;-;-;-	1977	367	2115	765	3858	2518	1904	2002	1794	2985	4895	5220	1046	2195	3548	1224	728	1152	2309	852	3241	1261	1061	2234	1933	1967	926	296	1414	1554	4797	1218	1033	1818	8807	4776	1115	1264	1057
g144	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4461210;4461784;4462581;4463033;4463199	4461692;4462509;4462955;4463102;4463257	-;-;-;-;-	1713	9856	30333	13458	20145	17323	22311	18806	13936	27703	25288	30932	42090	14870	18607	7500	13634	25722	24196	19086	56960	15481	19536	27709	23141	43826	9721	3765	13639	13448	15894	9223	15014	25872	27579	17021	20464	25238	40875
g145	ptg000001l;ptg000001l;ptg000001l;ptg000001l	4485958;4487126;4487860;4488146	4485967;4487627;4487941;4488214	+;+;+;+	663	7077	6492	5722	8769	7877	3981	4408	3983	4189	10788	10330	5848	3098	5483	1941	3388	5109	5686	8157	8946	7562	3214	15322	8230	8929	2394	1203	3406	3451	8738	4158	7555	15554	10621	6636	11560	7909	5468
g146	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4489162;4490013;4490357;4490604;4491008;4491282;4491750	4489356;4490219;4490516;4490662;4491103;4491347;4491824	-;-;-;-;-;-;-	858	18	28	10	22	53	20	25	7	33	62	98	14	69	90	19	15	33	64	38	83	54	36	53	269	5	0	0	8	11	68	0	4	54	93	36	37	0	2
g147	ptg000001l;ptg000001l	4493497;4498260	4493545;4498429	-;-	219	7195	9989	7227	14058	10080	6237	5466	4739	9733	11663	11785	11633	5821	6907	3192	4019	7933	10281	10627	17454	15230	8889	15559	14228	16272	3119	1122	4281	4994	9116	5789	9854	19005	10550	5345	18160	18228	10621
g148	ptg000001l	4499341	4500252	-	912	4	0	0	6	18	16	8	10	92	35	9	0	25	7	3	0	0	6	0	25	0	0	104	0	53	0	0	1	0	80	12	3	6	980	668	0	0	0
g149	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4505304;4506201;4507508;4508234;4508685;4527104	4505690;4506365;4507705;4508359;4508855;4527379	-;-;-;-;-;-	1323	752	1850	1268	1650	1178	1038	1270	967	1444	2254	1815	3425	1177	2167	1059	1196	2035	2782	1676	4602	1904	1549	2741	2388	3179	742	372	809	1100	1727	1063	1863	4388	2201	1210	2125	1838	2395
g150	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4553484;4553804;4555056;4556645;4556860;4557955;4560542;4560822;4561664;4565101;4565471;4566490;4575263	4553666;4553928;4555261;4556769;4556949;4558101;4560663;4560860;4562165;4565217;4565612;4566641;4575475	-;-;-;-;-;-;-;-;-;-;-;-;-	2163	2127	5983	4157	5818	3120	3408	3345	2614	3500	6115	5259	9359	2994	5688	3571	3403	5022	8091	4591	12353	7129	4226	7655	5337	10459	2511	1120	2622	2329	4498	3445	5428	13015	4989	3668	4650	4572	5591
g151	ptg000001l	4577228	4577590	+	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
g152	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4584171;4584392;4585955;4586112;4586436;4587631;4587878;4588094	4584308;4584451;4586030;4586233;4586510;4587769;4587966;4588186	-;-;-;-;-;-;-;-	792	305	809	671	1042	738	458	482	506	915	824	1108	835	565	1066	288	772	658	944	615	1400	987	495	1206	708	857	239	80	201	227	839	454	349	1116	953	559	333	230	105
g153	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4614721;4614956;4615116;4615914;4616196	4614863;4615016;4615189;4615995;4616453	-;-;-;-;-	618	618	1720	863	917	1013	627	732	553	481	1330	1242	6895	1606	2410	853	785	829	1793	4692	8501	2286	1765	2584	1823	7168	859	280	752	372	1304	992	2865	5209	1221	702	1130	2091	10246
g154	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4620444;4621368;4629719;4629912;4631332;4650668;4650833;4651003;4651185;4651402;4653454	4620500;4621463;4629802;4629980;4631433;4650733;4650883;4651098;4651284;4651483;4653580	-;-;-;-;-;-;-;-;-;-;-	930	1049	1701	1184	2127	1752	1300	930	895	1414	1899	1741	2098	1059	1746	723	1276	1922	2312	2214	3157	3088	1734	3741	1907	4349	876	331	1292	846	1616	894	2297	4713	1866	1184	3068	3272	2029
g155	ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l;ptg000001l	4654654;4654825;4655074;4655313;4656283;4656623;4656803;4657840	4654743;4654995;4655152;4655428;4656384;4656724;4656913;4657950	-;-;-;-;-;-;-;-	882	178	70	5	40	1	6	20	8	3	501	365	73	10	33	20	4	8	9	5	83	7	10	31	15	106	19	0	20	9	21	89	11	30	9	13	40	23	131
