	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, ANNOTATED]	g49	transcription factor DIVARICATA-like	894	1	1.04E-200	94.61	1	F:GO:0003677	F:DNA binding			G3DSA:1.10.10.60:FF:000154 (FUNFAM); G3DSA:1.10.10.60:FF:000009 (FUNFAM); IPR001005 (PFAM); G3DSA:1.10.10.60 (GENE3D); G3DSA:1.10.10.60 (GENE3D); IPR006447 (NCBIFAM); PTHR44042 (PANTHER); IPR001005 (PROSITE_PROFILES); IPR001005 (PROSITE_PROFILES); IPR017930 (PROSITE_PROFILES); IPR017884 (PROSITE_PROFILES); IPR001005 (CDD); IPR001005 (CDD); IPR009057 (SUPERFAMILY); IPR009057 (SUPERFAMILY)	F:GO:0003677	F:DNA binding
true	[INTERPRO, BLASTED, ANNOTATED]	g50	uncharacterized protein LOC127797836 isoform X1	1824	2	0.0	95.93	2	P:GO:0009251; F:GO:0008422	P:glucan catabolic process; F:beta-glucosidase activity			IPR001764 (PRINTS); G3DSA:3.20.20.300:FF:000003 (FUNFAM); G3DSA:3.40.50.1700:FF:000002 (FUNFAM); IPR001764 (PFAM); IPR002772 (PFAM); IPR036962 (G3DSA:3.20.20.GENE3D); IPR036881 (G3DSA:3.40.50.GENE3D); IPR051915 (PANTHER); IPR036881 (SUPERFAMILY); IPR017853 (SUPERFAMILY)	P:GO:0005975; P:GO:0009251; F:GO:0004553; F:GO:0008422	P:carbohydrate metabolic process; P:glucan catabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:beta-glucosidase activity
true	[INTERPRO, BLASTED]	g51	uncharacterized protein LOC114257732 isoform X3	4566	3	0.0	55.38						PTHR33870 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g52	phosphomethylpyrimidine synthase, chloroplastic	1944	20	0.0	95.62	4	P:GO:0009228; F:GO:0016830; F:GO:0046872; F:GO:0051539	P:thiamine biosynthetic process; F:carbon-carbon lyase activity; F:metal ion binding; F:4 iron, 4 sulfur cluster binding	EC:4.1	Carbon-carbon lyases	G3DSA:3.20.20.540:FF:000001 (FUNFAM); IPR038521 (G3DSA:3.20.20.GENE3D); IPR002817 (NCBIFAM); IPR002817 (PFAM); NF006763 (NCBIFAM); NF009895 (NCBIFAM); G3DSA:6.10.250.620 (GENE3D); SFLDG01114 (SFLD); SFLDS00113 (SFLD); IPR002817 (SFLD); IPR002817 (PANTHER); IPR037509 (HAMAP)	P:GO:0009228; F:GO:0016830; F:GO:0051536	P:thiamine biosynthetic process; F:carbon-carbon lyase activity; F:iron-sulfur cluster binding
true	[INTERPRO, BLASTED, ANNOTATED]	g53	50S ribosomal protein L4, chloroplastic	900	1	3.75E-181	90.64	3	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome			G3DSA:3.40.1370.10:FF:000012 (FUNFAM); IPR002136 (PFAM); IPR013005 (NCBIFAM); IPR023574 (G3DSA:3.40.1370.GENE3D); IPR013005 (PANTHER); IPR013005 (HAMAP); IPR023574 (SUPERFAMILY)	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome
true	[INTERPRO, BLASTED, ANNOTATED]	g54	josephin-like protein	585	1	2.23E-122	98.35	2	P:GO:0016579; F:GO:0004843	P:protein deubiquitination; F:cysteine-type deubiquitinase activity			G3DSA:3.90.70.40 (GENE3D); IPR006155 (PFAM); IPR040053 (PANTHER); IPR006155 (PROSITE_PROFILES)	P:GO:0016579; F:GO:0004843	P:protein deubiquitination; F:cysteine-type deubiquitinase activity
true	[INTERPRO, BLASTED]	g55	josephin-like protein	393	1	1.8E-70	93.89						PTHR34355 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	g56	cytochrome P450 86A1-like	1605	2	0.0	95.75	4	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding			IPR001128 (PRINTS); IPR002401 (PRINTS); G3DSA:1.10.630.10:FF:000044 (FUNFAM); IPR036396 (G3DSA:1.10.630.GENE3D); IPR001128 (PFAM); PIRSR000047-1 (PIRSR); PIRSR000209-1 (PIRSR); PIRSR602402-1 (PIRSR); PIRSR602399-1 (PIRSR); PIRSR602403-1 (PIRSR); PTHR24296 (PANTHER); IPR017972 (PROSITE_PATTERNS); cd11064 (CDD); IPR036396 (SUPERFAMILY)	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding
true	[INTERPRO, BLASTED, ANNOTATED]	g57	sodium-dependent phosphate transport protein 1, chloroplastic isoform X2	1575	3	0.0	96.39	2	P:GO:0055085; F:GO:0022857	P:transmembrane transport; F:transmembrane transporter activity			G3DSA:1.20.1250.20:FF:000058 (FUNFAM); G3DSA:1.20.1250.20:FF:000086 (FUNFAM); IPR036259 (G3DSA:1.20.1250.GENE3D); IPR036259 (G3DSA:1.20.1250.GENE3D); IPR011701 (PFAM); IPR050382 (PANTHER); IPR020846 (PROSITE_PROFILES); IPR044777 (CDD); IPR036259 (SUPERFAMILY)	P:GO:0055085; F:GO:0022857	P:transmembrane transport; F:transmembrane transporter activity
true	[INTERPRO, BLASTED, ANNOTATED]	g58	uncharacterized protein LOC127796258	1617	1	3.25E-297	94.4	1	F:GO:0005515	F:protein binding			IPR011990 (G3DSA:1.25.40.GENE3D); PTHR26312 (PANTHER); IPR019734 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g59	probable NAD(P)H dehydrogenase (quinone) FQR1-like 3	627	19	5.49E-140	91.88	3	F:GO:0003955; F:GO:0010181; C:GO:0016020	F:NAD(P)H dehydrogenase (quinone) activity; F:FMN binding; C:membrane	EC:1.6.5.2	NAD(P)H dehydrogenase (quinone)	G3DSA:3.40.50.360:FF:000001 (FUNFAM); IPR029039 (G3DSA:3.40.50.GENE3D); IPR010089 (NCBIFAM); NF002999 (NCBIFAM); IPR005025 (PFAM); PTHR30546 (PANTHER); IPR008254 (PROSITE_PROFILES); IPR029039 (SUPERFAMILY)	F:GO:0003955; F:GO:0010181; F:GO:0016491; C:GO:0016020	F:NAD(P)H dehydrogenase (quinone) activity; F:FMN binding; F:oxidoreductase activity; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	g60	E3 ubiquitin-protein ligase AIRP2-like	414	1	1.43E-78	91.97	3	P:GO:0016567; F:GO:0061630; C:GO:0005829	P:protein ubiquitination; F:ubiquitin protein ligase activity; C:cytosol			PF13920 (PFAM); IPR013083 (G3DSA:3.30.40.GENE3D); PTHR15315 (PANTHER); IPR017907 (PROSITE_PATTERNS); IPR001841 (PROSITE_PROFILES); SSF57850 (SUPERFAMILY)	P:GO:0016567; F:GO:0061630; C:GO:0005829	P:protein ubiquitination; F:ubiquitin protein ligase activity; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g61	probable NAD(P)H dehydrogenase (quinone) FQR1-like 3	69	20	6.02E-5	100.0	1	F:GO:0010181	F:FMN binding			IPR029039 (G3DSA:3.40.50.GENE3D); IPR008254 (PROSITE_PROFILES); IPR029039 (SUPERFAMILY)	F:GO:0010181	F:FMN binding
true	[INTERPRO, BLASTED, ANNOTATED]	g62	E3 ubiquitin-protein ligase AIRP2-like	768	1	6.97E-131	91.44	3	P:GO:0016567; F:GO:0061630; C:GO:0005829	P:protein ubiquitination; F:ubiquitin protein ligase activity; C:cytosol			Coil (COILS); IPR013083 (G3DSA:3.30.40.GENE3D); PF13920 (PFAM); PTHR15315 (PANTHER); IPR017907 (PROSITE_PATTERNS); IPR001841 (PROSITE_PROFILES); SSF57850 (SUPERFAMILY)	P:GO:0016567; F:GO:0061630; C:GO:0005829	P:protein ubiquitination; F:ubiquitin protein ligase activity; C:cytosol
true	[INTERPRO, BLASTED, ANNOTATED]	g63	E3 ubiquitin-protein ligase AIRP2-like	768	1	1.64E-129	90.99	3	P:GO:0016567; F:GO:0061630; C:GO:0005829	P:protein ubiquitination; F:ubiquitin protein ligase activity; C:cytosol			Coil (COILS); PF13920 (PFAM); IPR013083 (G3DSA:3.30.40.GENE3D); PTHR15315 (PANTHER); IPR017907 (PROSITE_PATTERNS); IPR001841 (PROSITE_PROFILES); SSF57850 (SUPERFAMILY)	P:GO:0016567; F:GO:0061630; C:GO:0005829	P:protein ubiquitination; F:ubiquitin protein ligase activity; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g64	probable NAD(P)H dehydrogenase (quinone) FQR1-like 3	390	11	1.88E-80	90.33	3	F:GO:0003955; F:GO:0010181; C:GO:0016020	F:NAD(P)H dehydrogenase (quinone) activity; F:FMN binding; C:membrane	EC:1.6.5.2	NAD(P)H dehydrogenase (quinone)	G3DSA:3.40.50.360:FF:000001 (FUNFAM); IPR029039 (G3DSA:3.40.50.GENE3D); IPR005025 (PFAM); PTHR30546 (PANTHER); IPR008254 (PROSITE_PROFILES); IPR029039 (SUPERFAMILY)	F:GO:0003955; F:GO:0010181; F:GO:0016491; C:GO:0016020	F:NAD(P)H dehydrogenase (quinone) activity; F:FMN binding; F:oxidoreductase activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g65	probable NAD(P)H dehydrogenase (quinone) FQR1-like 3	615	20	1.1E-122	87.43	3	F:GO:0003955; F:GO:0010181; C:GO:0016020	F:NAD(P)H dehydrogenase (quinone) activity; F:FMN binding; C:membrane	EC:1.6.5.2	NAD(P)H dehydrogenase (quinone)	G3DSA:3.40.50.360:FF:000001 (FUNFAM); IPR029039 (G3DSA:3.40.50.GENE3D); IPR005025 (PFAM); NF002999 (NCBIFAM); IPR010089 (NCBIFAM); PTHR30546 (PANTHER); IPR008254 (PROSITE_PROFILES); IPR029039 (SUPERFAMILY)	F:GO:0003955; F:GO:0010181; F:GO:0016491; C:GO:0016020	F:NAD(P)H dehydrogenase (quinone) activity; F:FMN binding; F:oxidoreductase activity; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	g66	E3 ubiquitin-protein ligase AIRP2-like	414	1	6.75E-77	91.24	3	P:GO:0016567; F:GO:0061630; C:GO:0005829	P:protein ubiquitination; F:ubiquitin protein ligase activity; C:cytosol			IPR013083 (G3DSA:3.30.40.GENE3D); PF13920 (PFAM); PTHR15315 (PANTHER); IPR017907 (PROSITE_PATTERNS); IPR001841 (PROSITE_PROFILES); SSF57850 (SUPERFAMILY)	P:GO:0016567; F:GO:0061630; C:GO:0005829	P:protein ubiquitination; F:ubiquitin protein ligase activity; C:cytosol
true	[INTERPRO, BLASTED, ANNOTATED]	g67	E3 ubiquitin-protein ligase AIRP2-like	414	1	4.51E-75	90.51	3	P:GO:0016567; F:GO:0061630; C:GO:0005829	P:protein ubiquitination; F:ubiquitin protein ligase activity; C:cytosol			IPR013083 (G3DSA:3.30.40.GENE3D); PF13920 (PFAM); PTHR15315 (PANTHER); IPR017907 (PROSITE_PATTERNS); IPR001841 (PROSITE_PROFILES); SSF57850 (SUPERFAMILY)	P:GO:0016567; F:GO:0061630; C:GO:0005829	P:protein ubiquitination; F:ubiquitin protein ligase activity; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g68	probable NAD(P)H dehydrogenase (quinone) FQR1-like 3	306	9	2.17E-57	89.33	3	F:GO:0003955; F:GO:0010181; C:GO:0016020	F:NAD(P)H dehydrogenase (quinone) activity; F:FMN binding; C:membrane	EC:1.6.5.2	NAD(P)H dehydrogenase (quinone)	IPR005025 (PFAM); IPR029039 (G3DSA:3.40.50.GENE3D); PTHR30546 (PANTHER); IPR008254 (PROSITE_PROFILES); IPR029039 (SUPERFAMILY)	F:GO:0003955; F:GO:0010181; F:GO:0016491; C:GO:0016020	F:NAD(P)H dehydrogenase (quinone) activity; F:FMN binding; F:oxidoreductase activity; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	g69	protein DAMAGED DNA-BINDING 2	1695	1	0.0	94.15	6	P:GO:0006281; P:GO:0009411; F:GO:0003684; F:GO:0005515; C:GO:0005634; C:GO:0080008	P:DNA repair; P:response to UV; F:damaged DNA binding; F:protein binding; C:nucleus; C:Cul4-RING E3 ubiquitin ligase complex			G3DSA:2.130.10.10:FF:000408 (FUNFAM); IPR015943 (G3DSA:2.130.10.GENE3D); IPR001680 (PFAM); G3DSA:4.10.60.10 (GENE3D); IPR033312 (PANTHER); IPR001680 (PROSITE_PROFILES); IPR001680 (PROSITE_PROFILES); PS50294 (PROSITE_PROFILES); PS50294 (PROSITE_PROFILES); IPR036322 (SUPERFAMILY)	P:GO:0006281; P:GO:0009411; F:GO:0003684; F:GO:0005515; C:GO:0005634; C:GO:0080008	P:DNA repair; P:response to UV; F:damaged DNA binding; F:protein binding; C:nucleus; C:Cul4-RING E3 ubiquitin ligase complex
true	[INTERPRO, BLASTED, ANNOTATED]	g70	inositol 3-kinase isoform X1	1110	2	1.34E-253	96.34	2	P:GO:0010264; F:GO:0016301	P:myo-inositol hexakisphosphate biosynthetic process; F:kinase activity			IPR029056 (G3DSA:3.40.1190.GENE3D); IPR011611 (PFAM); IPR050306 (PANTHER); IPR002173 (PROSITE_PATTERNS); IPR029056 (SUPERFAMILY)	P:GO:0010264; F:GO:0016301	P:myo-inositol hexakisphosphate biosynthetic process; F:kinase activity
true	[INTERPRO, BLASTED]	g71	SMR domain-containing protein At5g58720 isoform X2	1524	3	0.0	94.74						IPR036063 (G3DSA:3.30.1370.GENE3D); IPR013899 (PFAM); IPR056254 (PFAM); IPR055319 (PANTHER); IPR002625 (PROSITE_PROFILES); IPR036063 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g72	early flowering 4-like 4	942	20	4.05E-66	77.09	2	P:GO:0009649; P:GO:0042753	P:entrainment of circadian clock; P:positive regulation of circadian rhythm			IPR009741 (PFAM); IPR040462 (PANTHER)	P:GO:0009649; P:GO:0042753	P:entrainment of circadian clock; P:positive regulation of circadian rhythm
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g73	uncharacterized protein LOC127797042	1533	7	1.59E-112	56.42	4	P:GO:0006412; F:GO:0003735; F:GO:0070181; C:GO:0005763	P:translation; F:structural constituent of ribosome; F:small ribosomal subunit rRNA binding; C:mitochondrial small ribosomal subunit			IPR001648 (PRINTS); IPR036870 (G3DSA:4.10.640.GENE3D); IPR001648 (PFAM); IPR001648 (PANTHER); IPR036870 (SUPERFAMILY)	P:GO:0006412; F:GO:0003735; F:GO:0070181; C:GO:0005763; C:GO:0005840	P:translation; F:structural constituent of ribosome; F:small ribosomal subunit rRNA binding; C:mitochondrial small ribosomal subunit; C:ribosome
true	[INTERPRO, BLASTED]	g74	uncharacterized protein LOC127797783	1200	1	1.31E-246	91.89						IPR032795 (PFAM); PTHR35499 (PANTHER); PS51257 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	g75	omega-3 fatty acid desaturase, endoplasmic reticulum-like	1242	1	2.82E-309	96.61	2	P:GO:0006629; F:GO:0016717	P:lipid metabolic process; F:oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water			IPR005804 (PFAM); IPR021863 (PFAM); IPR012171 (PANTHER); cd03507 (CDD)	P:GO:0006629; F:GO:0016491; F:GO:0016717	P:lipid metabolic process; F:oxidoreductase activity; F:oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
true	[INTERPRO, BLASTED, ANNOTATED]	g76	internal alternative NAD(P)H-ubiquinone oxidoreductase A1, mitochondrial-like	1479	1	0.0	98.17	2	F:GO:0003954; C:GO:0005739	F:NADH dehydrogenase activity; C:mitochondrion			PR00368 (PRINTS); G3DSA:3.50.50.100:FF:000009 (FUNFAM); G3DSA:3.50.50.100 (GENE3D); IPR023753 (PFAM); IPR054585 (PFAM); PIRSR000350-3 (PIRSR); IPR045024 (PANTHER); IPR036188 (SUPERFAMILY); IPR036188 (SUPERFAMILY)	P:GO:0006116; F:GO:0003954; F:GO:0016491; C:GO:0005739	P:obsolete NADH oxidation; F:NADH dehydrogenase activity; F:oxidoreductase activity; C:mitochondrion
true	[INTERPRO, BLASTED]	g77	uncharacterized protein LOC127797789	249	1	1.53E-48	93.75						IPR034430 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g78	PHD finger-like domain-containing protein 5B	333	20	2.38E-80	100.0	6	P:GO:0000398; F:GO:0005524; F:GO:0016887; C:GO:0000502; C:GO:0005686; C:GO:0071011	P:mRNA splicing, via spliceosome; F:ATP binding; F:ATP hydrolysis activity; C:proteasome complex; C:U2 snRNP; C:precatalytic spliceosome	EC:3.6.1.15	nucleoside-triphosphate phosphatase	IPR005345 (PIRSF); IPR005345 (PFAM); IPR005345 (PANTHER)	P:GO:0000398	P:mRNA splicing, via spliceosome
true	[INTERPRO, BLASTED, ANNOTATED]	g79	protein PMR5	1179	1	1.55E-282	95.93	2	F:GO:0016413; C:GO:0005794	F:O-acetyltransferase activity; C:Golgi apparatus			IPR026057 (PFAM); IPR025846 (PFAM); IPR029962 (PANTHER)	F:GO:0016413; F:GO:0016740; C:GO:0005794	F:O-acetyltransferase activity; F:transferase activity; C:Golgi apparatus
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g80	hypothetical protein F2Q69_00007710	3507	4	1.33E-298	80.05	2	F:GO:0004066; C:GO:0005829	F:asparagine synthase (glutamine-hydrolyzing) activity; C:cytosol	EC:6	Ligases	IPR014729 (G3DSA:3.40.50.GENE3D); IPR014729 (G3DSA:3.40.50.GENE3D); IPR001962 (PFAM); PIRSR001589-3 (PIRSR); IPR050795 (PANTHER); IPR001962 (CDD); SSF52402 (SUPERFAMILY); SSF52402 (SUPERFAMILY); SSF52402 (SUPERFAMILY); SSF52402 (SUPERFAMILY); SSF52402 (SUPERFAMILY); SSF52402 (SUPERFAMILY)	P:GO:0006529; F:GO:0004066; C:GO:0005829	P:obsolete asparagine biosynthetic process; F:asparagine synthase (glutamine-hydrolyzing) activity; C:cytosol
true	[INTERPRO, BLASTED, ANNOTATED]	g81	ran-binding protein 1 homolog a-like	669	1	2.65E-152	99.1	4	P:GO:0006913; F:GO:0005096; C:GO:0005643; C:GO:0005737	P:nucleocytoplasmic transport; F:GTPase activator activity; C:nuclear pore; C:cytoplasm			G3DSA:2.30.29.30:FF:000245 (FUNFAM); IPR011993 (G3DSA:2.30.29.GENE3D); IPR000156 (PFAM); IPR045255 (PANTHER); IPR000156 (PROSITE_PROFILES); IPR045256 (CDD); SSF50729 (SUPERFAMILY)	P:GO:0006913; P:GO:0046907; F:GO:0005096; C:GO:0005643; C:GO:0005737	P:nucleocytoplasmic transport; P:intracellular transport; F:GTPase activator activity; C:nuclear pore; C:cytoplasm
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g82	pyruvate decarboxylase 1-like isoform X2	1812	11	0.0	94.35	5	P:GO:0000949; F:GO:0000287; F:GO:0004737; F:GO:0030976; C:GO:0005829	P:aromatic amino acid family catabolic process to alcohol via Ehrlich pathway; F:magnesium ion binding; F:pyruvate decarboxylase activity; F:thiamine pyrophosphate binding; C:cytosol	EC:4.1.1.1	pyruvate decarboxylase	Coil (COILS); G3DSA:3.40.50.970:FF:000021 (FUNFAM); G3DSA:3.40.50.970:FF:000017 (FUNFAM); G3DSA:3.40.50.1220:FF:000009 (FUNFAM); G3DSA:3.40.50.1220 (GENE3D); G3DSA:3.40.50.970 (GENE3D); G3DSA:3.40.50.970 (GENE3D); IPR012000 (PFAM); IPR012001 (PFAM); IPR012110 (PIRSF); IPR011766 (PFAM); PIRSR036565-2 (PIRSR); IPR012110 (PANTHER); IPR047213 (CDD); IPR047214 (CDD); IPR029061 (SUPERFAMILY); IPR029035 (SUPERFAMILY); IPR029061 (SUPERFAMILY)	P:GO:0000949; F:GO:0000287; F:GO:0003824; F:GO:0004737; F:GO:0016831; F:GO:0030976; C:GO:0005829	P:aromatic amino acid family catabolic process to alcohol via Ehrlich pathway; F:magnesium ion binding; F:catalytic activity; F:pyruvate decarboxylase activity; F:carboxy-lyase activity; F:thiamine pyrophosphate binding; C:cytosol
true	[INTERPRO, BLASTED, ANNOTATED]	g83	ABC transporter F family member 4-like	2202	2	0.0	97.68	2	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity			Coil (COILS); Coil (COILS); G3DSA:3.40.50.300:FF:000792 (FUNFAM); G3DSA:3.40.50.300:FF:001124 (FUNFAM); IPR003439 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR003439 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); NF000355 (NCBIFAM); PIRSR006809-1 (PIRSR); PIRSR006809-2 (PIRSR); IPR050611 (PANTHER); IPR017871 (PROSITE_PATTERNS); IPR003439 (PROSITE_PROFILES); IPR003439 (PROSITE_PROFILES); cd03221 (CDD); cd03221 (CDD); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity
true	[INTERPRO, BLASTED, ANNOTATED]	g84	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase-like isoform X1	2271	1	0.0	97.22	7	P:GO:0006000; P:GO:0006003; F:GO:0003873; F:GO:0004331; F:GO:0005524; F:GO:2001070; C:GO:0005829	P:fructose metabolic process; P:fructose 2,6-bisphosphate metabolic process; F:6-phosphofructo-2-kinase activity; F:fructose-2,6-bisphosphate 2-phosphatase activity; F:ATP binding; F:starch binding; C:cytosol			IPR003094 (PRINTS); G3DSA:2.60.40.10:FF:000740 (FUNFAM); G3DSA:3.40.50.300:FF:000570 (FUNFAM); G3DSA:3.40.50.1240:FF:000006 (FUNFAM); IPR013079 (PFAM); IPR029033 (G3DSA:3.40.50.GENE3D); IPR013078 (PFAM); PIRSF000709 (PIRSF); IPR013783 (G3DSA:2.60.40.GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); PIRSR613078-2 (PIRSR); PIRSR613078-1 (PIRSR); PIRSR613078-3 (PIRSR); IPR003094 (PANTHER); IPR001345 (PROSITE_PATTERNS); IPR002044 (PROSITE_PROFILES); IPR013078 (CDD); IPR013784 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR029033 (SUPERFAMILY)	P:GO:0006000; P:GO:0006003; F:GO:0003824; F:GO:0003873; F:GO:0004331; F:GO:0005524; F:GO:0030246; F:GO:2001070; C:GO:0005829	P:fructose metabolic process; P:fructose 2,6-bisphosphate metabolic process; F:catalytic activity; F:6-phosphofructo-2-kinase activity; F:fructose-2,6-bisphosphate 2-phosphatase activity; F:ATP binding; F:carbohydrate binding; F:starch binding; C:cytosol
true	[INTERPRO, BLASTED, ANNOTATED]	g85	probable N-acetyltransferase HLS1	1164	1	3.46E-272	95.62	1	F:GO:0016747	F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.630.30 (GENE3D); IPR000182 (PFAM); IPR052810 (PANTHER); IPR000182 (PROSITE_PROFILES); cd04301 (CDD); IPR016181 (SUPERFAMILY)	F:GO:0016747	F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g86	SAGA-associated factor 11 isoform X1	519	2	2.06E-110	95.37	2	C:GO:0070461; C:GO:0071819	C:SAGA-type complex; C:DUBm complex			G3DSA:3.30.160.60:FF:000118 (FUNFAM); G3DSA:3.30.160.60 (GENE3D); IPR013246 (PFAM); PTHR47674 (PANTHER)	C:GO:0070461; C:GO:0071819	C:SAGA-type complex; C:DUBm complex
true	[INTERPRO, BLASTED, MAPPED]	g87	hypothetical protein Acr_15g0001820	312	1	3.33E-22	75.0	1	C:GO:0016020	C:membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	g88	probable phytol kinase 3, chloroplastic isoform X1	951	1	3.7E-199	93.35	1	F:GO:0016301	F:kinase activity			IPR039606 (PANTHER)	F:GO:0016301	F:kinase activity
true	[INTERPRO, BLASTED]	g89	uncharacterized protein At5g39865	738	1	3.55E-162	96.76						G3DSA:3.40.30.10 (GENE3D); IPR002109 (PFAM); PF23733 (PFAM); PTHR45669 (PANTHER); PS51354 (PROSITE_PROFILES); cd03031 (CDD); IPR036249 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g90	ubiquitin-activating enzyme E1 1-like	3297	19	0.0	92.97	10	P:GO:0006511; P:GO:0006974; P:GO:0016567; P:GO:0016925; F:GO:0004672; F:GO:0004839; F:GO:0005524; F:GO:0019948; C:GO:0005737; C:GO:0031510	P:ubiquitin-dependent protein catabolic process; P:DNA damage response; P:protein ubiquitination; P:protein sumoylation; F:protein kinase activity; F:ubiquitin activating enzyme activity; F:ATP binding; F:SUMO activating enzyme activity; C:cytoplasm; C:SUMO activating enzyme complex	EC:2.7.1; EC:6.2.1.45	Transferring phosphorus-containing groups; E1 ubiquitin-activating enzyme	IPR000011 (PRINTS); G3DSA:1.10.10.2660:FF:000002 (FUNFAM); G3DSA:2.40.30.180:FF:000001 (FUNFAM); G3DSA:3.50.50.80:FF:000003 (FUNFAM); G3DSA:3.40.50.12550:FF:000001 (FUNFAM); G3DSA:3.10.290.60:FF:000001 (FUNFAM); G3DSA:3.40.50.720:FF:000015 (FUNFAM); IPR000594 (PFAM); IPR018965 (PFAM); IPR032420 (PFAM); IPR038252 (G3DSA:3.10.290.GENE3D); G3DSA:3.40.50.12550 (GENE3D); IPR032418 (PFAM); IPR018075 (NCBIFAM); IPR019572 (PFAM); IPR042449 (G3DSA:3.50.50.GENE3D); G3DSA:3.40.50.720 (GENE3D); IPR042063 (G3DSA:1.10.10.GENE3D); IPR000594 (PFAM); IPR042302 (G3DSA:2.40.30.GENE3D); PIRSR039133-1 (PIRSR); PIRSR612731-2 (PIRSR); PIRSR039133-2 (PIRSR); IPR045886 (PANTHER); IPR018074 (PROSITE_PATTERNS); IPR033127 (PROSITE_PATTERNS); cd01490 (CDD); cd01491 (CDD); IPR035985 (SUPERFAMILY); IPR035985 (SUPERFAMILY)	P:GO:0016925; P:GO:0032446; P:GO:0036211; F:GO:0008641; F:GO:0019948; C:GO:0005737; C:GO:0031510	P:protein sumoylation; P:protein modification by small protein conjugation; P:protein modification process; F:ubiquitin-like modifier activating enzyme activity; F:SUMO activating enzyme activity; C:cytoplasm; C:SUMO activating enzyme complex
